,index,value
1334,1334,"[-0.1987744579091668, 0.09564547147601843, 0.12441272172145545, -0.3171711843460798, 0.1359159965068102, 0.3014881135895848, 0.01737472089007497, -0.08457346830982715, 0.11157984426245093, 0.03255468962015584, -0.03793042153120041, 0.012926750117912889, 0.21656141197308898, -0.06508440803736448, -0.05703290435485542, -0.15594131592661142, 0.05735090933740139, -0.01902628899551928, 0.05270782293519005, -0.05126070464029908, -0.4474538825452328, -0.35003199614584446, -0.06627453956753016, 0.12331265397369862, -0.1500226054340601, -0.17970407474786043, -0.2003757143393159, 0.2677658889442682, 0.059742338955402374, -0.003662021044874564, -0.008347246097400784, 0.07289380393922329, -0.1281374664977193, -0.17415760643780231, 0.0010659389663487673, -0.06737655645702034, -0.1134034963324666, -0.1883161449804902, -0.0123245122958906, 0.00777403442771174, -0.22133257891982794, -0.06400221027433872, 0.1152390600182116, 0.5324316136538982, 0.027429833076894283, -0.23440224677324295, -0.2006883518770337, -0.1669841087423265, -0.0025824487674981356, 0.07802867889404297]"
1335,1335,"[-0.20342419110238552, 0.11749867832986638, 0.15787706896662712, -0.33563438057899475, 0.16210496239364147, 0.2632714118808508, -0.0015656875912100077, -0.07488270290195942, 0.07464979588985443, -0.0038437149487435818, -0.08583248220384121, -0.0027395790675655007, 0.15468791453167796, -0.03778568282723427, -0.05974853946827352, -0.15520255826413631, 0.07747126556932926, -0.012559904251247644, 0.003724039765074849, -0.0673183579929173, -0.4374830164015293, -0.4064716249704361, -0.07387170183937997, 0.13323267735540867, -0.129626689478755, -0.20854158326983452, -0.21468565799295902, 0.3050888031721115, 0.08532705390825868, 0.02186751866247505, -0.022144981659948826, 0.046486576087772846, -0.13776869140565395, -0.1811451092362404, 0.028509450610727072, -0.014416620484553277, -0.13684485666453838, -0.20480132102966309, 0.0014752773276995867, 0.03994354326277971, -0.21558768674731255, -0.09776068478822708, 0.1089335847645998, 0.59051064401865, 0.01749111444223672, -0.25674714520573616, -0.22277162969112396, -0.1536956112831831, -0.011965435114689171, 0.12590060383081436]"
1336,1336,"[-0.19584730826318264, 0.14159526862204075, 0.1252821758389473, -0.3381306380033493, 0.13119092397391796, 0.2508628168143332, -0.005950920283794403, -0.08197193872183561, 0.1084652878344059, -0.014290138613432646, -0.09366575442254543, 0.006636793143115938, 0.15809006872586906, -0.04637506464496255, -0.07408965169452131, -0.14476083405315876, 0.07666465546935797, -0.02830684185028076, 0.019084139668848366, -0.0526495932135731, -0.45730502903461456, -0.3745645061135292, -0.08090710919350386, 0.12054007686674595, -0.13236986938863993, -0.1938255224376917, -0.19972185231745243, 0.2996637672185898, 0.08455481845885515, 0.011706421675626189, -0.024390933569520712, 0.06803960795514286, -0.1330825975164771, -0.1742446217685938, 0.027920618187636137, -0.023362218285910785, -0.1228565089404583, -0.17766013741493225, 0.00014077674131840467, 0.02753727836534381, -0.24242792651057243, -0.06585263693705201, 0.10444385558366776, 0.5684100314974785, 0.012584299147420097, -0.24320676177740097, -0.2038976438343525, -0.16478199791163206, -0.023686813772656024, 0.14082104712724686]"
1337,1337,"[-0.1861125472933054, 0.1375948702916503, 0.12800620589405298, -0.3056119494140148, 0.12845928594470024, 0.18466164451092482, -0.003325860947370529, -0.045079981442540884, 0.067450589267537, -0.03750373795628548, -0.10546249523758888, 0.00345701293554157, 0.12611825950443745, -0.006422125501558185, -0.055093816481530666, -0.09910689853131771, 0.07438830099999905, -0.03014053503284231, 0.021393111441284418, -0.05661675588635262, -0.3978852145373821, -0.35188455507159233, -0.05906800366938114, 0.12210638448596, -0.12013362813740969, -0.20699759013950825, -0.21244242787361145, 0.29273950681090355, 0.08573033474385738, -0.004386436892673373, -0.03158737160265446, 0.027953226352110505, -0.12733579240739346, -0.15249700099229813, 0.02107913140207529, -0.016493205563165247, -0.1139754056930542, -0.16777191311120987, 0.006433686939999461, 0.05006782244890928, -0.21454470604658127, -0.06449174927547574, 0.0889010145328939, 0.5186857804656029, 0.0053350357338786125, -0.2502063289284706, -0.21768549270927906, -0.15677868574857712, -0.011839141370728612, 0.14523407258093357]"
1338,1338,"[-0.1972415018826723, 0.13643415085971355, 0.1402097102254629, -0.33737706020474434, 0.1293831169605255, 0.25740066170692444, -0.023626931477338076, -0.07920008688233793, 0.122047015465796, -0.010311993071809411, -0.09422996756620705, -0.009087553946301341, 0.15047458361368626, -0.050800211261957884, -0.07751556765288115, -0.13762633316218853, 0.07576552871614695, -0.03746363753452897, 0.05205101671162993, -0.06311134475981817, -0.4544837102293968, -0.3813032805919647, -0.08028270211070776, 0.13124176114797592, -0.1455677654594183, -0.18490539118647575, -0.20031623914837837, 0.2932824306190014, 0.06228294502943754, 0.004260546062141657, -0.03003465197980404, 0.06545387697406113, -0.11341113317757845, -0.15595628693699837, 0.037884601624682546, -0.027157964883372188, -0.10414615832269192, -0.1894423607736826, 0.008736307150684297, 0.023475893773138523, -0.23455567844212055, -0.045998101588338614, 0.11080113612115383, 0.5612829178571701, -0.004059063416207209, -0.252350851893425, -0.2233508601784706, -0.16198526415973902, -0.0066423771204426885, 0.09680976066738367]"
1339,1339,"[-0.20199040323495865, 0.11191406846046448, 0.1251673810184002, -0.3156196139752865, 0.10924535151571035, 0.241588567616418, -0.004559685825370252, -0.06551552144810557, 0.12473670311737806, -0.022136216051876545, -0.06584982853382826, -0.019800658148596995, 0.1525862580165267, -0.04663090081885457, -0.083471440942958, -0.10296076419763267, 0.08885495318099856, -0.018883673939853907, 0.038899749517440796, -0.0721795647405088, -0.42720483988523483, -0.3574354276061058, -0.06021766574122012, 0.12177541945129633, -0.1285400576889515, -0.17245231568813324, -0.19217436388134956, 0.28478441946208477, 0.037351311184465885, 0.003828085958957672, -0.026732953265309334, 0.04056425346061587, -0.1427831444889307, -0.15033527743071318, 0.0386595306918025, -0.017724965029628947, -0.08786641061306, -0.18254280649125576, -0.008521847077645361, 0.019657271914184093, -0.24484355561435223, -0.06421319767832756, 0.08350787498056889, 0.5227568112313747, 0.008075731573626399, -0.205106008797884, -0.2050051987171173, -0.1644422048702836, -0.03832393931224942, 0.09850200172513723]"
1340,1340,"[-0.20561696030199528, 0.13664483837783337, 0.14697619387879968, -0.3179352190345526, 0.14979178924113512, 0.2359725627466105, -0.023840629495680332, -0.08101621130481362, 0.0677150881383568, -0.012633060337975621, -0.08097728434950113, 0.021303030312992632, 0.14763509202748537, -0.032733569387346506, -0.051127824699506164, -0.12997287046164274, 0.05239034164696932, -0.034123530611395836, 0.030719452304765582, -0.050054746214300394, -0.42457976192235947, -0.35561051592230797, -0.06247308850288391, 0.13504677172750235, -0.1105475602671504, -0.16467603482306004, -0.2129595149308443, 0.26319047808647156, 0.1098579503595829, 0.010288942488841712, -0.023074523080140352, 0.06339620001381263, -0.11831173114478588, -0.1605925988405943, 0.01369143882766366, -0.04196807532571256, -0.1273319711908698, -0.16336334683001041, 0.0005382366944104433, 0.0491096880286932, -0.2155009862035513, -0.0680552248377353, 0.12030088063329458, 0.5441636629402637, 0.009671267653175164, -0.2421221975237131, -0.17591330595314503, -0.15750177088193595, -0.0017065680585801601, 0.13048463314771652]"
1341,1341,"[-0.20857822708785534, 0.12209032056853175, 0.1328557985543739, -0.3376869410276413, 0.12637093476951122, 0.2947053099051118, 0.007594045251607895, -0.07453574426472187, 0.11800542287528515, -0.010348315699957311, -0.061577023938298225, -0.00308555003721267, 0.18064602988306433, -0.05811741575598717, -0.07981736678630114, -0.1378827914595604, 0.07656844891607761, -0.0036463188007473946, 0.03787554707378149, -0.06800068519078195, -0.46627410128712654, -0.39152994379401207, -0.06703316629864275, 0.14291919581592083, -0.1468020435422659, -0.19352637603878975, -0.20646625198423862, 0.3038484938442707, 0.058700489811599255, 0.012252766406163573, -0.024991692043840885, 0.05177816189825535, -0.1454992163926363, -0.19068969041109085, 0.023184671066701412, -0.026054567642859183, -0.1120863351970911, -0.1986753847450018, -0.017611844115890563, 0.024240262806415558, -0.25968746840953827, -0.0795572679489851, 0.09604175202548504, 0.575761541724205, -0.0021753329783678055, -0.24934778735041618, -0.2208489254117012, -0.16817979933694005, -0.014556155947502702, 0.11246754974126816]"
1342,1342,"[-0.19138896279037, 0.14892791770398617, 0.1733817933127284, -0.3160698711872101, 0.13031495828181505, 0.25633865036070347, -0.015692295506596565, -0.06535135116428137, 0.09467167034745216, -0.01893505919724703, -0.07689276151359081, 5.3373631089925766e-05, 0.13738512340933084, -0.04274544585496187, -0.08376588206738234, -0.11546994373202324, 0.08578898152336478, -0.0006879586726427078, 0.017487460980191827, -0.08051488222554326, -0.4529866762459278, -0.38382237777113914, -0.08003670070320368, 0.12104896735399961, -0.1418909691274166, -0.18932819738984108, -0.17963449284434319, 0.3079281225800514, 0.05960952956229448, 0.0037677749060094357, -0.029643592424690723, 0.051978242583572865, -0.15453721955418587, -0.19062720984220505, -0.010672601871192455, -0.003507555928081274, -0.11472757067531347, -0.19423538073897362, 0.0018405402079224586, 0.03915888303890824, -0.248771907761693, -0.07131717493757606, 0.09373760875314474, 0.5431700646877289, 0.021438562573166564, -0.23746538907289505, -0.18831193214282393, -0.1340925730764866, -0.01021198061062023, 0.14486315846443176]"
1343,1343,"[-0.21242783032357693, 0.13653479889035225, 0.13973337807692587, -0.3267171271145344, 0.13693189807236195, 0.282964832149446, -0.000624481588602066, -0.0895493013667874, 0.11757851485162973, 0.018809271045029163, -0.08096368238329887, 0.004871265380643308, 0.16964931972324848, -0.04869469761615619, -0.05827800324186683, -0.13925080746412277, 0.06283861072733998, -0.04655591258779168, 0.025038965977728367, -0.052452487871050835, -0.456290140748024, -0.377411101013422, -0.08027908718213439, 0.12152766808867455, -0.1420061830431223, -0.1849151961505413, -0.2126895636320114, 0.27925457805395126, 0.07538268947973847, 0.004757422488182783, -0.03796469233930111, 0.07297296591423219, -0.12383875250816345, -0.1645724717527628, 0.027180034667253494, -0.03291749698109925, -0.12796690128743649, -0.19513685628771782, -0.0013887654058635235, 0.03733409196138382, -0.2320091798901558, -0.07206691522151232, 0.11389223393052816, 0.5828778371214867, 0.013736646244069561, -0.24303210899233818, -0.2144863624125719, -0.17819659132510424, -0.019041079183807597, 0.12726212292909622]"
1344,1344,"[-0.18908380903303623, 0.12896782346069813, 0.121261449996382, -0.3136838302016258, 0.1356099285185337, 0.2636203607544303, -0.0084471486043185, -0.07907050265930593, 0.09869555523619056, -0.0019081281498074532, -0.07286484260112047, -0.0031079318141564727, 0.16059852950274944, -0.04523939325008541, -0.05949037941172719, -0.12538849469274282, 0.07242690399289131, -0.04539796058088541, 0.05829092615749687, -0.05575043894350529, -0.44238680228590965, -0.3626524247229099, -0.06518668215721846, 0.13215728290379047, -0.13041445799171925, -0.17534076981246471, -0.2132659200578928, 0.2633790746331215, 0.08449951140210032, 0.004414999624714255, 0.003797536948695779, 0.05111585836857557, -0.12125617358833551, -0.1452898532152176, 0.049476705957204103, -0.036214455496519804, -0.1115040360018611, -0.18486584722995758, -0.0032973847119137645, 0.017019265796989202, -0.20886536873877048, -0.0483180726878345, 0.11621739901602268, 0.5450609177350998, -0.0007282504229806364, -0.22253340110182762, -0.2021689936518669, -0.14528918638825417, -0.023163032012234908, 0.10471739806234837]"
1345,1345,"[-0.1917786644771695, 0.12368550291284919, 0.1394457221031189, -0.3029172010719776, 0.11524678114801645, 0.2202719897031784, -0.021149289794266224, -0.05788336228579283, 0.08795810490846634, -0.0012424169690348208, -0.0831340029835701, 0.009504702873528004, 0.1211056150496006, -0.024106971686705947, -0.050345415827905526, -0.11583033483475447, 0.08487141877412796, -0.028543846332468092, 0.01606738823466003, -0.059375037235440686, -0.41554466634988785, -0.3611915148794651, -0.05470901820808649, 0.12317335046827793, -0.1295680021867156, -0.18009565491229296, -0.18899880535900593, 0.2750785108655691, 0.07242875266820192, 0.004557947744615376, -0.005872534122318029, 0.032766573363915086, -0.14881625305861235, -0.15003884956240654, 0.021869552321732044, -0.01958490116521716, -0.10720347054302692, -0.17310674954205751, 0.004011463723145425, 0.051632123067975044, -0.21508050709962845, -0.063505785074085, 0.09174453467130661, 0.5281023904681206, 0.00048430124297738075, -0.2117774672806263, -0.18855343014001846, -0.13706143479794264, -0.01025233237305656, 0.11298379022628069]"
1346,1346,"[-0.22206339240074158, 0.14717894745990634, 0.16047404054552317, -0.3661900982260704, 0.16110469214618206, 0.26049312576651573, -0.038212114945054054, -0.06398760247975588, 0.09678102470934391, -0.015443807933479548, -0.09060443937778473, -0.00738495122641325, 0.14938072115182877, -0.014427755144424736, -0.07292794622480869, -0.14796689711511135, 0.09048481099307537, -0.005269135697744787, 0.03409935440868139, -0.07038621677202173, -0.46613506227731705, -0.4271576926112175, -0.05711071891710162, 0.17135114409029484, -0.12980187963694334, -0.21412857249379158, -0.22661618888378143, 0.31685973703861237, 0.09821265283972025, 0.025652457028627396, -0.01194395124912262, 0.04254312440752983, -0.1513672210276127, -0.18925033695995808, 0.0353993559256196, -0.02294308610726148, -0.12627124227583408, -0.20218943804502487, 9.556720033288002e-05, 0.03235318465158343, -0.25324153900146484, -0.06615600176155567, 0.11896673310548067, 0.5986754819750786, 0.005125325893459376, -0.27896465361118317, -0.23077118583023548, -0.15243921894580126, -0.016133679666381795, 0.12841322645545006]"
1347,1347,"[-0.1828833892941475, 0.10989255260210484, 0.1179968947544694, -0.2956641409546137, 0.10785195976495743, 0.2371388308238238, -0.010398211423307657, -0.07560105691663921, 0.10121894208714366, -0.007703539216890931, -0.07229977007955313, -0.002490976417902857, 0.15310160932131112, -0.03348603789345361, -0.056318934890441597, -0.12368776183575392, 0.08362934924662113, -0.017663873732089996, 0.028539449092932045, -0.06176601513288915, -0.4159398339688778, -0.34374595433473587, -0.06516088882926852, 0.12073892913758755, -0.10742221958935261, -0.16497883386909962, -0.18792586587369442, 0.2614092230796814, 0.05630991328507662, 0.018624426564201713, -0.03183630504645407, 0.060729509219527245, -0.12593923322856426, -0.1625905493274331, 0.047491938865277916, -0.028428593097487465, -0.11060955701395869, -0.17895377427339554, 0.0035714219557121396, 0.02329065278172493, -0.22490619868040085, -0.06959067285060883, 0.10383033147081733, 0.4981447234749794, 0.02043890029017348, -0.21028739400207996, -0.20778288412839174, -0.15172945754602551, -0.025021414330694824, 0.11729584354907274]"
1348,1348,"[-0.16314911842346191, 0.1339911101385951, 0.13996042497456074, -0.29501289688050747, 0.11973305977880955, 0.24180904537206516, -0.005520012287888676, -0.07020548451691866, 0.09865720476955175, -0.036564512411132455, -0.07429900113493204, -0.012054951279424131, 0.15233031834941357, -0.028719246154651046, -0.07191025442443788, -0.1128880986943841, 0.08336978498846292, -0.026526496512815356, 0.031674566998844966, -0.06169673800468445, -0.43631575256586075, -0.3635765314102173, -0.0738536505959928, 0.12371672317385674, -0.12617437168955803, -0.1856730580329895, -0.1751567581668496, 0.28351098112761974, 0.07209858112037182, 0.01138083334080875, -0.01587148499675095, 0.049685546196997166, -0.14139252062886953, -0.1856072060763836, 0.03068395610898733, -0.00031506718369200826, -0.1096072131767869, -0.19365828298032284, -0.0015820879489183426, 0.0344453405123204, -0.22307505644857883, -0.04633200680837035, 0.09129046648740768, 0.5334668345749378, 0.008899931330233812, -0.23385977186262608, -0.21144367940723896, -0.13367138151079416, -0.007399685870041139, 0.13323896937072277]"
